module,gene,kME,GS_RA,connectivity,is_hub
brown,MED29,0.601,-0.372,26.21,FALSE
brown,ANO9,0.581,-0.349,26.19,FALSE
brown,NEIL2,0.599,-0.321,26.11,FALSE
brown,C16orf58,0.576,-0.364,26.1,FALSE
brown,GSTK1,0.577,-0.236,26.04,FALSE
brown,C5orf45,0.607,-0.369,25.97,FALSE
brown,CES2,0.586,-0.359,25.93,FALSE
brown,PRR3,0.615,-0.313,25.87,FALSE
brown,TRMT2A,0.613,-0.399,25.85,FALSE
brown,APP,0.587,-0.346,25.8,FALSE
brown,BCAT2,0.612,-0.349,25.74,FALSE
brown,LONP1,0.608,-0.325,25.73,FALSE
brown,ZNF76,0.609,-0.315,25.73,FALSE
brown,CCDC137,0.613,-0.33,25.72,FALSE
brown,C19orf60,0.581,-0.336,25.68,FALSE
brown,ODF2,0.605,-0.38,25.68,FALSE
brown,SURF2,0.606,-0.364,25.67,FALSE
brown,FDFT1,0.6,-0.342,25.64,FALSE
brown,HCFC1R1,0.579,-0.311,25.62,FALSE
brown,DHDDS,0.592,-0.312,25.61,FALSE
brown,KLC2,0.618,-0.319,25.61,FALSE
brown,GTF3C5,0.584,-0.244,25.59,FALSE
brown,DCTN5,0.611,-0.344,25.58,FALSE
brown,COQ4,0.608,-0.335,25.55,FALSE
brown,TRAM2,0.591,-0.351,25.51,FALSE
brown,NDUFA9,0.564,-0.222,25.47,FALSE
brown,DAG1,0.595,-0.375,25.43,FALSE
brown,RNASEH2A,0.594,-0.313,25.35,FALSE
brown,TEX10,0.587,-0.299,25.31,FALSE
brown,PPIB,0.549,-0.296,25.26,FALSE
brown,ANXA7,0.584,-0.449,25.22,FALSE
brown,ERAL1,0.592,-0.326,25.19,FALSE
brown,PWP2,0.603,-0.346,25.17,FALSE
brown,NFRKB,0.582,-0.362,25.11,FALSE
brown,PRDM15,0.597,-0.429,25.09,FALSE
brown,ASPSCR1,0.61,-0.334,25.05,FALSE
brown,RPS28,0.594,-0.317,24.97,FALSE
brown,ARFIP2,0.593,-0.318,24.92,FALSE
brown,NMRAL1,0.603,-0.252,24.89,FALSE
brown,PTDSS2,0.591,-0.305,24.75,FALSE
brown,FUBP1,0.585,-0.337,24.69,FALSE
brown,PITPNM2,0.606,-0.319,24.69,FALSE
brown,DDX46,0.581,-0.45,24.67,FALSE
brown,WDR18,0.602,-0.339,24.65,FALSE
brown,AK2,0.567,-0.342,24.54,FALSE
brown,C1orf123,0.597,-0.296,24.53,FALSE
brown,NXF1,0.594,-0.333,24.51,FALSE
brown,PPARA,0.592,-0.324,24.49,FALSE
brown,PPP1R13B,0.584,-0.424,24.49,FALSE
brown,RABGGTA,0.586,-0.289,24.49,FALSE
brown,SBK1,0.586,-0.344,24.49,FALSE
brown,MORC2,0.575,-0.347,24.45,FALSE
brown,SARM1,0.593,-0.318,24.35,FALSE
brown,DCAF8,0.594,-0.318,24.31,FALSE
brown,GTPBP3,0.569,-0.344,24.21,FALSE
brown,BTRC,0.561,-0.353,24.17,FALSE
brown,SORBS3,0.595,-0.372,24.09,FALSE
brown,RGP1,0.572,-0.313,24.08,FALSE
brown,ZNF580,0.587,-0.399,24.06,FALSE
brown,RABEP2,0.574,-0.338,24.04,FALSE
brown,LDOC1L,0.565,-0.386,24.02,FALSE
brown,WRAP53,0.595,-0.361,23.95,FALSE
brown,POLRMT,0.577,-0.347,23.89,FALSE
brown,CEP250,0.598,-0.37,23.88,FALSE
brown,GANC,0.57,-0.317,23.87,FALSE
brown,CDAN1,0.567,-0.489,23.84,FALSE
brown,KLHDC3,0.575,-0.316,23.83,FALSE
brown,HEMK1,0.583,-0.416,23.82,FALSE
brown,IRF2BP2,0.566,-0.433,23.81,FALSE
brown,TRAPPC6A,0.589,-0.297,23.79,FALSE
brown,C19orf24,0.574,-0.315,23.75,FALSE
brown,COG7,0.596,-0.276,23.72,FALSE
brown,SLFN5,0.541,-0.367,23.72,FALSE
brown,MBD1,0.576,-0.425,23.65,FALSE
brown,ANXA2,0.532,-0.265,23.6,FALSE
brown,THOC6,0.584,-0.395,23.5,FALSE
brown,CAPN3,0.568,-0.393,23.48,FALSE
brown,IL11RA,0.544,-0.431,23.47,FALSE
brown,BLCAP,0.556,-0.319,23.46,FALSE
brown,KIF13B,0.556,-0.35,23.42,FALSE
brown,NDUFB10,0.544,-0.285,23.42,FALSE
brown,GPAA1,0.582,-0.284,23.41,FALSE
brown,TPM2,0.566,-0.431,23.39,FALSE
brown,UROD,0.569,-0.325,23.36,FALSE
brown,ZNF264,0.578,-0.412,23.36,FALSE
brown,MRPS34,0.554,-0.3,23.35,FALSE
brown,B4GALT7,0.586,-0.38,23.26,FALSE
brown,PAFAH1B3,0.581,-0.283,23.22,FALSE
brown,SCFD2,0.576,-0.36,23.2,FALSE
brown,EXOC2,0.55,-0.37,23.15,FALSE
brown,JAGN1,0.585,-0.305,23.13,FALSE
brown,AHSA1,0.596,-0.338,23.07,FALSE
brown,CCDC85C,0.591,-0.305,23.05,FALSE
brown,VARS2,0.595,-0.261,23.02,FALSE
brown,LMNB2,0.589,-0.26,22.99,FALSE
brown,G6PC3,0.571,-0.284,22.97,FALSE
brown,EBP,0.56,-0.222,22.9,FALSE
brown,SNRNP40,0.563,-0.296,22.87,FALSE
brown,RUFY3,0.589,-0.402,22.86,FALSE
brown,COMMD4,0.561,-0.16,22.75,FALSE
brown,HMGXB3,0.573,-0.289,22.7,FALSE
brown,RBM4,0.556,-0.389,22.67,FALSE
brown,URM1,0.58,-0.321,22.66,FALSE
brown,ZNF703,0.553,-0.291,22.66,FALSE
brown,SNX29,0.542,-0.456,22.6,FALSE
brown,VKORC1,0.549,-0.215,22.56,FALSE
brown,ARID1B,0.532,-0.452,22.48,FALSE
brown,PIGU,0.576,-0.311,22.47,FALSE
brown,ABL1,0.571,-0.38,22.43,FALSE
brown,CACNB2,0.583,-0.316,22.41,FALSE
brown,PSMA5,0.52,-0.239,22.41,FALSE
brown,TEX264,0.573,-0.347,22.39,FALSE
brown,MEGF8,0.586,-0.374,22.37,FALSE
brown,TMEM201,0.587,-0.341,22.35,FALSE
brown,SMC1A,0.557,-0.43,22.33,FALSE
brown,TCEA2,0.575,-0.407,22.29,FALSE
brown,ZNF526,0.593,-0.301,22.27,FALSE
brown,NOL6,0.578,-0.501,22.24,FALSE
brown,SDHC,0.552,-0.291,22.24,FALSE
brown,SART3,0.568,-0.347,22.22,FALSE
brown,POMZP3,0.579,-0.279,22.18,FALSE
brown,PREB,0.561,-0.295,22.17,FALSE
brown,REXO4,0.593,-0.289,22.16,FALSE
brown,PHF1,0.574,-0.359,22.09,FALSE
brown,NAGPA,0.575,-0.35,22.07,FALSE
brown,CCDC130,0.543,-0.379,22.05,FALSE
brown,ST6GALNAC6,0.579,-0.234,22.04,FALSE
brown,DFFA,0.586,-0.364,22.03,FALSE
brown,C1orf162,0.553,-0.19,22.01,FALSE
brown,GSDMB,0.578,-0.378,21.97,FALSE
brown,PDIA4,0.559,-0.438,21.94,FALSE
brown,EWSR1,0.546,-0.406,21.93,FALSE
brown,LUZP1,0.577,-0.332,21.87,FALSE
brown,TRIM66,0.58,-0.332,21.87,FALSE
brown,ANXA2P2,0.493,-0.283,21.86,FALSE
brown,DCPS,0.552,-0.3,21.86,FALSE
brown,ATXN2L,0.565,-0.289,21.85,FALSE
brown,VPS35,0.554,-0.288,21.84,FALSE
brown,MPI,0.584,-0.318,21.74,FALSE
brown,ARIH2,0.562,-0.273,21.67,FALSE
brown,SGSH,0.575,-0.386,21.67,FALSE
brown,C11orf24,0.561,-0.381,21.58,FALSE
brown,ESD,0.557,-0.288,21.58,FALSE
brown,TRIM68,0.557,-0.256,21.49,FALSE
brown,ZMAT3,0.557,-0.315,21.49,FALSE
brown,SFI1,0.556,-0.367,21.48,FALSE
brown,MED27,0.574,-0.225,21.46,FALSE
brown,PWP1,0.554,-0.418,21.4,FALSE
brown,VILL,0.559,-0.365,21.4,FALSE
brown,ABHD12,0.557,-0.381,21.3,FALSE
brown,HVCN1,0.559,-0.414,21.28,FALSE
brown,RHOBTB2,0.578,-0.341,21.28,FALSE
brown,PMVK,0.538,-0.219,21.24,FALSE
brown,SNAP47,0.556,-0.306,21.24,FALSE
brown,TBCB,0.543,-0.214,21.18,FALSE
brown,NOL9,0.559,-0.383,21.12,FALSE
brown,EIF3I,0.521,-0.289,21.11,FALSE
brown,IKBKB,0.528,-0.356,21.11,FALSE
brown,RHOT2,0.541,-0.344,21.07,FALSE
brown,SLC11A2,0.568,-0.365,21.05,FALSE
brown,ZNF689,0.577,-0.302,21.04,FALSE
brown,TGS1,0.546,-0.342,21.02,FALSE
brown,DLST,0.567,-0.272,21.01,FALSE
brown,DVL1,0.54,-0.421,20.98,FALSE
brown,CREB3,0.553,-0.311,20.96,FALSE
brown,DPP3,0.574,-0.361,20.95,FALSE
brown,ORMDL3,0.568,-0.302,20.9,FALSE
brown,TOMM34,0.575,-0.42,20.9,FALSE
brown,ENGASE,0.561,-0.337,20.89,FALSE
brown,KDSR,0.558,-0.409,20.83,FALSE
brown,LSS,0.578,-0.279,20.83,FALSE
brown,RBM15B,0.574,-0.282,20.8,FALSE
brown,INTS5,0.568,-0.34,20.78,FALSE
brown,DOLPP1,0.577,-0.395,20.58,FALSE
brown,M6PR,0.545,-0.394,20.58,FALSE
brown,AKR1A1,0.51,-0.35,20.54,FALSE
brown,PIAS3,0.569,-0.449,20.54,FALSE
brown,SUMO3,0.547,-0.309,20.52,FALSE
brown,FBXW5,0.529,-0.226,20.5,FALSE
brown,FPGS,0.578,-0.402,20.43,FALSE
brown,THRA,0.556,-0.292,20.38,FALSE
brown,KLF2,0.536,-0.323,20.37,FALSE
brown,PAN2,0.533,-0.423,20.35,FALSE
brown,ATP2B4,0.532,-0.436,20.33,FALSE
brown,NDUFS7,0.536,-0.14,20.31,FALSE
brown,PFKP,0.567,-0.292,20.3,FALSE
brown,CD7,0.56,-0.202,20.22,FALSE
brown,PPIL2,0.557,-0.289,20.19,FALSE
brown,CASP10,0.547,-0.192,20.17,FALSE
brown,ATP13A2,0.559,-0.273,20.14,FALSE
brown,TRIM14,0.55,-0.341,20.11,FALSE
brown,GAR1,0.535,-0.278,20.07,FALSE
brown,ZBTB45,0.561,-0.24,20.06,FALSE
brown,PCNT,0.539,-0.365,20,FALSE
brown,MON1A,0.58,-0.398,19.98,FALSE
brown,MAD1L1,0.572,-0.342,19.96,FALSE
brown,GDPD5,0.564,-0.388,19.95,FALSE
brown,DBP,0.562,-0.401,19.94,FALSE
brown,CLTA,0.538,-0.261,19.87,FALSE
brown,UQCRC1,0.546,-0.368,19.83,FALSE
brown,ERI3,0.566,-0.283,19.79,FALSE
brown,APBA3,0.549,-0.299,19.77,FALSE
brown,TACO1,0.551,-0.208,19.76,FALSE
brown,FAHD2A,0.559,-0.342,19.74,FALSE
brown,ZNF512B,0.533,-0.328,19.74,FALSE
brown,BMP8B,0.563,-0.36,19.73,FALSE
brown,DDB2,0.551,-0.133,19.73,FALSE
brown,FOXRED1,0.554,-0.242,19.7,FALSE
brown,CIAPIN1,0.549,-0.324,19.69,FALSE
brown,VPS45,0.536,-0.298,19.66,FALSE
brown,ANKRD40,0.519,-0.26,19.65,FALSE
brown,LMF2,0.508,-0.278,19.62,FALSE
brown,MGMT,0.572,-0.315,19.62,FALSE
brown,CUL1,0.533,-0.319,19.57,FALSE
brown,HSF1,0.543,-0.231,19.57,FALSE
brown,PEPD,0.531,-0.237,19.56,FALSE
brown,CIAO1,0.525,-0.435,19.55,FALSE
brown,GZMM,0.543,-0.361,19.45,FALSE
brown,LTBP3,0.555,-0.347,19.41,FALSE
brown,RALGDS,0.535,-0.36,19.41,FALSE
brown,ALKBH6,0.557,-0.308,19.4,FALSE
brown,SLC25A38,0.541,-0.341,19.4,FALSE
brown,ACACB,0.538,-0.285,19.33,FALSE
brown,ZC3H7B,0.537,-0.386,19.27,FALSE
brown,CAPS,0.528,-0.24,19.2,FALSE
brown,ZSCAN2,0.549,-0.257,19.2,FALSE
brown,PFKM,0.555,-0.348,19.18,FALSE
brown,METTL13,0.555,-0.312,19.15,FALSE
brown,NLRC5,0.555,-0.336,19.1,FALSE
brown,TMEM203,0.54,-0.339,19.06,FALSE
brown,MED24,0.554,-0.359,19,FALSE
brown,PPIP5K1,0.548,-0.298,19,FALSE
brown,TPRN,0.552,-0.271,19,FALSE
brown,BAHD1,0.525,-0.347,18.96,FALSE
brown,ZNF589,0.561,-0.3,18.91,FALSE
brown,ACOT7,0.544,-0.233,18.83,FALSE
brown,SERPINB6,0.538,-0.169,18.79,FALSE
brown,ABL2,0.521,-0.271,18.78,FALSE
brown,EPHB6,0.526,-0.372,18.78,FALSE
brown,BCOR,0.53,-0.413,18.77,FALSE
brown,ZNF785,0.535,-0.361,18.69,FALSE
brown,CIB1,0.547,-0.276,18.66,FALSE
brown,ENTPD5,0.545,-0.298,18.66,FALSE
brown,RNF43,0.549,-0.316,18.65,FALSE
brown,S1PR2,0.546,-0.336,18.63,FALSE
brown,ANKH,0.514,-0.35,18.59,FALSE
brown,DDX54,0.557,-0.314,18.59,FALSE
brown,LPAR5,0.534,-0.399,18.59,FALSE
brown,TSSC1,0.557,-0.208,18.59,FALSE
brown,ABCF2,0.549,-0.255,18.57,FALSE
brown,EPRS,0.533,-0.282,18.5,FALSE
brown,PLXNA3,0.558,-0.345,18.49,FALSE
brown,INO80E,0.537,-0.311,18.46,FALSE
brown,MTA2,0.56,-0.234,18.46,FALSE
brown,R3HDM1,0.522,-0.357,18.46,FALSE
brown,SSSCA1,0.552,-0.229,18.43,FALSE
brown,LHPP,0.537,-0.285,18.42,FALSE
brown,ATP8B1,0.515,-0.32,18.41,FALSE
brown,COMT,0.494,-0.291,18.33,FALSE
brown,USE1,0.549,-0.323,18.27,FALSE
brown,LRCH3,0.514,-0.235,18.19,FALSE
brown,SLC7A6OS,0.515,-0.281,18.19,FALSE
brown,USP40,0.555,-0.383,18.18,FALSE
brown,MTOR,0.541,-0.281,18.12,FALSE
brown,WDR5,0.552,-0.244,18.09,FALSE
brown,GNL1,0.546,-0.443,18.08,FALSE
brown,OSBPL5,0.522,-0.318,18.05,FALSE
brown,PTCD3,0.525,-0.298,18.04,FALSE
brown,AIM1,0.534,-0.266,18,FALSE
brown,GOT1,0.51,-0.336,17.99,FALSE
brown,EI24,0.54,-0.35,17.97,FALSE
brown,LSM4,0.525,-0.267,17.97,FALSE
brown,SEMA4C,0.511,-0.299,17.96,FALSE
brown,TOE1,0.553,-0.368,17.94,FALSE
brown,POLD4,0.508,-0.253,17.93,FALSE
brown,DNASE1,0.545,-0.253,17.87,FALSE
brown,VIPR1,0.527,-0.249,17.86,FALSE
brown,DCP1B,0.533,-0.285,17.82,FALSE
brown,DYNLL2,0.5,-0.305,17.81,FALSE
brown,KIFC2,0.515,-0.336,17.81,FALSE
brown,PDK2,0.542,-0.278,17.8,FALSE
brown,SPHK2,0.535,-0.328,17.74,FALSE
brown,ADA,0.52,-0.223,17.68,FALSE
brown,CLIP2,0.531,-0.348,17.65,FALSE
brown,BCL9,0.528,-0.271,17.62,FALSE
brown,ADCK2,0.551,-0.217,17.57,FALSE
brown,CRYGS,0.532,-0.377,17.56,FALSE
brown,ZNF346,0.522,-0.287,17.56,FALSE
brown,NFX1,0.508,-0.383,17.54,FALSE
brown,HNRNPL,0.533,-0.365,17.47,FALSE
brown,DHX9,0.465,-0.322,17.39,FALSE
brown,TNIK,0.502,-0.294,17.38,FALSE
brown,P4HTM,0.5,-0.259,17.34,FALSE
brown,BTN3A1,0.527,-0.254,17.32,FALSE
brown,ZC3HAV1,0.512,-0.241,17.26,FALSE
brown,DNAJC7,0.492,-0.23,17.25,FALSE
brown,DHX38,0.537,-0.281,17.23,FALSE
brown,CLPP,0.51,-0.349,17.22,FALSE
brown,TBX19,0.538,-0.313,17.2,FALSE
brown,MUS81,0.509,-0.373,17.17,FALSE
brown,GGA1,0.53,-0.358,17.16,FALSE
brown,INTS1,0.517,-0.421,17.14,FALSE
brown,PCK2,0.508,-0.333,17.12,FALSE
brown,PES1,0.539,-0.381,17.12,FALSE
brown,DNHD1,0.522,-0.306,17.09,FALSE
brown,NDRG2,0.531,-0.367,17.02,FALSE
brown,R3HCC1,0.525,-0.299,16.99,FALSE
brown,ASXL1,0.512,-0.438,16.97,FALSE
brown,UBIAD1,0.534,-0.353,16.97,FALSE
brown,CXorf65,0.522,-0.345,16.91,FALSE
brown,XAB2,0.534,-0.302,16.91,FALSE
brown,CPSF1,0.517,-0.369,16.9,FALSE
brown,SAT2,0.511,-0.294,16.89,FALSE
brown,ARMC6,0.526,-0.259,16.79,FALSE
brown,ANGEL1,0.533,-0.382,16.78,FALSE
brown,DPYSL2,0.455,-0.304,16.77,FALSE
brown,CALM1,0.522,-0.354,16.72,FALSE
brown,SCMH1,0.524,-0.349,16.71,FALSE
brown,SEMA6A,0.528,-0.241,16.71,FALSE
brown,FAM50A,0.503,-0.314,16.67,FALSE
brown,DDX55,0.513,-0.36,16.59,FALSE
brown,ASS1,0.511,-0.288,16.58,FALSE
brown,FAM3A,0.498,-0.323,16.57,FALSE
brown,CROCC,0.52,-0.391,16.56,FALSE
brown,ZNF500,0.519,-0.275,16.52,FALSE
brown,HMGN2,0.514,-0.221,16.5,FALSE
brown,PDCD11,0.512,-0.37,16.46,FALSE
brown,PTGES2,0.51,-0.37,16.44,FALSE
brown,ARHGEF9,0.52,-0.259,16.4,FALSE
brown,FAM109A,0.512,-0.225,16.38,FALSE
brown,BTBD2,0.516,-0.282,16.36,FALSE
brown,NOL10,0.532,-0.262,16.33,FALSE
brown,ZNF862,0.492,-0.383,16.19,FALSE
brown,ZDHHC24,0.52,-0.158,16.18,FALSE
brown,PWWP2B,0.516,-0.241,16.15,FALSE
brown,SLC25A42,0.522,-0.322,16.15,FALSE
brown,TMEM161A,0.505,-0.333,16.1,FALSE
brown,NCAPH2,0.521,-0.383,16.09,FALSE
brown,CISD3,0.506,-0.32,16.06,FALSE
brown,JMJD4,0.524,-0.272,16.05,FALSE
brown,EPB41L2,0.513,-0.324,15.98,FALSE
brown,HYI,0.531,-0.284,15.97,FALSE
brown,ABCA3,0.527,-0.243,15.95,FALSE
brown,TMEM104,0.513,-0.272,15.94,FALSE
brown,ZFPM1,0.525,-0.263,15.94,FALSE
brown,PPOX,0.485,-0.308,15.87,FALSE
brown,MUM1,0.521,-0.25,15.84,FALSE
brown,PDXDC1,0.527,-0.31,15.84,FALSE
brown,RPUSD3,0.523,-0.322,15.83,FALSE
brown,LAGE3,0.518,-0.217,15.79,FALSE
brown,NSDHL,0.502,-0.263,15.78,FALSE
brown,LAIR1,0.512,-0.291,15.76,FALSE
brown,PHPT1,0.493,-0.25,15.74,FALSE
brown,ABHD15,0.488,-0.286,15.7,FALSE
brown,RRP9,0.526,-0.27,15.69,FALSE
brown,CCDC120,0.527,-0.263,15.64,FALSE
brown,LZTS2,0.512,-0.338,15.61,FALSE
brown,FXYD7,0.525,-0.371,15.59,FALSE
brown,EIF5A,0.517,-0.321,15.57,FALSE
brown,S100A10,0.453,-0.186,15.56,FALSE
brown,SLC43A1,0.525,-0.397,15.56,FALSE
brown,TBRG1,0.491,-0.279,15.53,FALSE
brown,TMCO4,0.508,-0.232,15.49,FALSE
brown,TRIM62,0.517,-0.296,15.49,FALSE
brown,MICAL3,0.518,-0.413,15.48,FALSE
brown,IRGQ,0.504,-0.235,15.46,FALSE
brown,SFXN2,0.514,-0.302,15.46,FALSE
brown,SLC37A4,0.51,-0.278,15.44,FALSE
brown,TCHP,0.486,-0.324,15.38,FALSE
brown,TNRC6B,0.473,-0.258,15.35,FALSE
brown,PNPO,0.493,-0.272,15.33,FALSE
brown,GTF3C1,0.507,-0.231,15.24,FALSE
brown,C10orf2,0.492,-0.297,15.21,FALSE
brown,TELO2,0.516,-0.421,15.17,FALSE
brown,APOBEC3D,0.511,-0.32,15.16,FALSE
brown,CDC16,0.5,-0.328,15.16,FALSE
brown,FCGBP,0.506,-0.491,15.14,FALSE
brown,ICMT,0.501,-0.246,15.08,FALSE
brown,KRBA1,0.495,-0.369,15.07,FALSE
brown,ZNF207,0.504,-0.352,15.07,FALSE
brown,NCR3,0.517,-0.428,15.03,FALSE
brown,ZNF48,0.508,-0.353,15.01,FALSE
brown,INPP5B,0.52,-0.318,15,FALSE
brown,PAAF1,0.515,-0.184,14.98,FALSE
brown,PCYOX1L,0.508,-0.301,14.98,FALSE
brown,UBE2L3,0.475,-0.154,14.96,FALSE
brown,ZCCHC11,0.456,-0.288,14.96,FALSE
brown,WDR92,0.506,-0.265,14.91,FALSE
brown,PLCXD1,0.52,-0.318,14.88,FALSE
brown,LTA,0.494,-0.286,14.87,FALSE
brown,BCR,0.512,-0.249,14.81,FALSE
brown,PCYT2,0.509,-0.377,14.79,FALSE
brown,RNF115,0.478,-0.221,14.77,FALSE
brown,SAMHD1,0.468,-0.283,14.77,FALSE
brown,POLE,0.51,-0.276,14.71,FALSE
brown,MRPL10,0.51,-0.216,14.7,FALSE
brown,ARL6IP4,0.463,-0.266,14.68,FALSE
brown,PLD4,0.518,-0.368,14.65,FALSE
brown,IFT27,0.508,-0.301,14.62,FALSE
brown,SLC2A6,0.477,-0.313,14.62,FALSE
brown,TRIM46,0.517,-0.291,14.57,FALSE
brown,VAV2,0.49,-0.389,14.56,FALSE
brown,TRAF3,0.5,-0.313,14.5,FALSE
brown,ZNF335,0.479,-0.332,14.43,FALSE
brown,MAN2C1,0.494,-0.206,14.42,FALSE
brown,BTBD11,0.503,-0.411,14.4,FALSE
brown,YEATS2,0.498,-0.337,14.4,FALSE
brown,SIRT3,0.454,-0.248,14.32,FALSE
brown,TRAF3IP2,0.492,-0.392,14.31,FALSE
brown,ENDOG,0.5,-0.236,14.25,FALSE
brown,DOC2A,0.498,-0.251,14.24,FALSE
brown,NAT9,0.468,-0.336,14.24,FALSE
brown,FMNL3,0.484,-0.341,14.22,FALSE
brown,BBS1,0.482,-0.405,14.2,FALSE
brown,CIITA,0.495,-0.272,14.2,FALSE
brown,GOSR2,0.487,-0.337,14.18,FALSE
brown,TPCN1,0.492,-0.272,14.18,FALSE
brown,MRPL41,0.471,-0.189,14.17,FALSE
brown,C14orf119,0.48,-0.206,14.15,FALSE
brown,NAT6,0.498,-0.366,14.11,FALSE
brown,PZP,0.487,-0.311,14.11,FALSE
brown,UBL4A,0.492,-0.292,14.11,FALSE
brown,IRF2BP1,0.502,-0.322,14.1,FALSE
brown,NIPSNAP1,0.504,-0.35,14.09,FALSE
brown,ANAPC11,0.439,-0.132,14.08,FALSE
brown,TRADD,0.467,-0.192,14.07,FALSE
brown,ACTR1B,0.481,-0.228,14.03,FALSE
brown,VOPP1,0.496,-0.181,14.01,FALSE
brown,PSMB6,0.404,-0.117,14,FALSE
brown,NDUFA10,0.473,-0.232,13.95,FALSE
brown,ATP10A,0.479,-0.107,13.9,FALSE
brown,GPATCH1,0.492,-0.294,13.83,FALSE
brown,GNG7,0.481,-0.412,13.81,FALSE
brown,SYNGAP1,0.483,-0.25,13.76,FALSE
brown,MCM5,0.494,-0.316,13.74,FALSE
brown,MED9,0.491,-0.236,13.72,FALSE
brown,CITED2,0.449,-0.249,13.54,FALSE
brown,MAPKBP1,0.49,-0.383,13.52,FALSE
brown,AHNAK,0.454,-0.295,13.51,FALSE
brown,SLC7A1,0.479,-0.297,13.5,FALSE
brown,DHX37,0.484,-0.322,13.47,FALSE
brown,RNF5,0.491,-0.263,13.47,FALSE
brown,SYNE2,0.474,-0.223,13.47,FALSE
brown,CXXC5,0.48,-0.401,13.46,FALSE
brown,MRPL16,0.429,-0.155,13.44,FALSE
brown,ARHGAP4,0.422,-0.241,13.4,FALSE
brown,DCHS1,0.475,-0.416,13.38,FALSE
brown,TSPAN32,0.457,-0.249,13.36,FALSE
brown,FOXJ3,0.413,-0.38,13.35,FALSE
brown,CDK13,0.47,-0.354,13.34,FALSE
brown,MEA1,0.443,-0.201,13.3,FALSE
brown,ZFP41,0.495,-0.344,13.26,FALSE
brown,UROS,0.481,-0.23,13.25,FALSE
brown,SAMD1,0.488,-0.277,13.24,FALSE
brown,POLR3C,0.482,-0.333,13.23,FALSE
brown,TOB2,0.477,-0.365,13.23,FALSE
brown,SENP3,0.497,-0.203,13.22,FALSE
brown,IGSF8,0.488,-0.291,13.2,FALSE
brown,NUP85,0.481,-0.254,13.17,FALSE
brown,PCCB,0.473,-0.258,13.15,FALSE
brown,MCM6,0.472,-0.224,13.12,FALSE
brown,TMEM129,0.478,-0.295,13.06,FALSE
brown,IKZF4,0.487,-0.236,13.04,FALSE
brown,COX10,0.485,-0.227,13.03,FALSE
brown,SH3PXD2A,0.487,-0.353,12.96,FALSE
brown,TAB1,0.495,-0.235,12.9,FALSE
brown,SAC3D1,0.478,-0.242,12.89,FALSE
brown,SLC38A7,0.485,-0.237,12.88,FALSE
brown,YWHAH,0.446,-0.273,12.86,FALSE
brown,TTLL5,0.483,-0.196,12.84,FALSE
brown,SLC39A9,0.491,-0.318,12.83,FALSE
brown,ZBTB46,0.494,-0.295,12.82,FALSE
brown,TIMM44,0.493,-0.319,12.79,FALSE
brown,SAP18,0.41,-0.208,12.77,FALSE
brown,LSM2,0.457,-0.276,12.72,FALSE
brown,SMYD5,0.473,-0.426,12.66,FALSE
brown,TMEM87A,0.423,-0.209,12.63,FALSE
brown,SNX9,0.463,-0.244,12.62,FALSE
brown,KIAA2026,0.438,-0.258,12.49,FALSE
brown,ZNF296,0.469,-0.201,12.49,FALSE
brown,ACSF3,0.488,-0.265,12.47,FALSE
brown,PDHA1,0.452,-0.259,12.44,FALSE
brown,RAB12,0.454,-0.212,12.43,FALSE
brown,FIZ1,0.449,-0.228,12.41,FALSE
brown,PAFAH2,0.463,-0.326,12.4,FALSE
brown,AHCY,0.451,-0.247,12.39,FALSE
brown,CSRP1,0.436,-0.202,12.36,FALSE
brown,C22orf34,0.462,-0.318,12.35,FALSE
brown,SLC1A4,0.436,-0.205,12.34,FALSE
brown,CERK,0.453,-0.379,12.31,FALSE
brown,H2AFX,0.452,-0.206,12.29,FALSE
brown,AEBP1,0.458,-0.307,12.24,FALSE
brown,COLQ,0.476,-0.416,12.22,FALSE
brown,TRAF2,0.482,-0.208,12.22,FALSE
brown,ZNF428,0.474,-0.149,12.17,FALSE
brown,MLST8,0.458,-0.14,12.16,FALSE
brown,ATG9B,0.449,-0.192,12.11,FALSE
brown,CPSF3,0.441,-0.222,12.1,FALSE
brown,MFGE8,0.471,-0.357,12.1,FALSE
brown,POLD1,0.49,-0.252,12.1,FALSE
brown,NCOA3,0.449,-0.226,12.08,FALSE
brown,VPS33A,0.442,-0.211,12.01,FALSE
brown,ERCC2,0.462,-0.363,11.99,FALSE
brown,UNC119B,0.469,-0.455,11.99,FALSE
brown,WHSC1,0.468,-0.306,11.99,FALSE
brown,EML2,0.468,-0.233,11.98,FALSE
brown,EEFSEC,0.481,-0.29,11.96,FALSE
brown,SLC22A17,0.47,-0.164,11.93,FALSE
brown,DMWD,0.462,-0.326,11.9,FALSE
brown,RASSF7,0.39,-0.252,11.88,FALSE
brown,DTX1,0.474,-0.237,11.86,FALSE
brown,TTYH2,0.45,-0.258,11.85,FALSE
brown,AACS,0.467,-0.303,11.81,FALSE
brown,SLC25A35,0.451,-0.315,11.78,FALSE
brown,CNTROB,0.47,-0.252,11.77,FALSE
brown,GPN2,0.471,-0.262,11.74,FALSE
brown,ANAPC2,0.467,-0.291,11.72,FALSE
brown,PORCN,0.482,-0.331,11.71,FALSE
brown,SLC6A16,0.449,-0.339,11.71,FALSE
brown,ZRSR2,0.475,-0.282,11.7,FALSE
brown,PTPDC1,0.457,-0.241,11.69,FALSE
